"Test1 - Time"	"Test1 - Energy"	"Test2 - Time"	"Test2 - Energy"
15092 	816.17		15995	876.71	8467	513.33
11368	633.65		10455	582.96	9881	597.28
12382	654.64		14340	799.05	21641	1287.84
13871	719.41		6419	343.16	14830	884.65
8812	491.82		12966	725.11	17230	887.29
13104	688.32		13907	725.11	7871	433.67
7422	409.72		14956	842.10	13297	694.63
6547	332.03		9834	565.15	6270	335.43
9065	468.76		11670	657.75	10899	600.95
9884	541.31		12482	689.25	6472	358.73










